спину;2;0,120%
стали;2;0,120%
стало;2;0,120%
старую;2;0,120%
сугробу;2;0,120%
судя;2;0,120%
темное;2;0,120%
тепле;2;0,120%
теплым;2;0,120%
тоже;2;0,120%
только;2;0,120%
том;2;0,120%
трое;2;0,120%
тут;2;0,120%
ударил;2;0,120%
ушел;2;0,120%
фюйть;2;0,120%
хвостами;2;0,120%
хвостом;2;0,120%
хочет;2;0,120%
часто;2;0,120%
шум;2;0,120%
шума;2;0,120%
щенка;2;0,120%
эту;2;0,120%
аппетита;1;0,060%
арапки;1;0,060%
арапку;1;0,060%
баран;1;0,060%
барана;1;0,060%
баранов;1;0,060%
барсук;1;0,060%
бегал;1;0,060%
бежит;1;0,060%
без;1;0,060%
белолобого;1;0,060%
белую;1;0,060%
белый;1;0,060%
беспокоились;1;0,060%
блекли;1;0,060%
блеске;1;0,060%
блеял;1;0,060%
близко;1;0,060%
божий;1;0,060%
боком;1;0,060%
боролись;1;0,060%
борьбу;1;0,060%
боятся;1;0,060%
бродил;1;0,060%
бросилась;1;0,060%
броситься;1;0,060%
бугор;1;0,060%
будет;1;0,060%
бурей;1;0,060%
бури;1;0,060%
бывает;1;0,060%
бывают;1;0,060%
былое;1;0,060%
бычьи;1;0,060%
валялись;1;0,060%
вверх;1;0,060%
вероятно;1;0,060%
верстах;1;0,060%
весело;1;0,060%
весеннему;1;0,060%
весенний;1;0,060%
весной;1;0,060%
ветра;1;0,060%
вечером;1;0,060%
вздохнул;1;0,060%
вздрагивала;1;0,060%
взошло;1;0,060%
взявши;1;0,060%
видно;1;0,060%
видя;1;0,060%
визжа;1;0,060%
внизу;1;0,060%
внимания;1;0,060%
внимательно;1;0,060%
возвращавшуюся;1;0,060%
возвращался;1;0,060%
волокла;1;0,060%
волчат;1;0,060%
волчатами;1;0,060%
волчихе;1;0,060%
волчихи;1;0,060%
волчихой;1;0,060%
волчиху;1;0,060%
волчонка;1;0,060%
волчонок;1;0,060%
вон;1;0,060%
воображая;1;0,060%
вороны;1;0,060%
восторга;1;0,060%
воют;1;0,060%
времени;1;0,060%
всей;1;0,060%
всех;1;0,060%
вспархивали;1;0,060%
вспоминала;1;0,060%
вставать;1;0,060%
встала;1;0,060%
втроем;1;0,060%
вчерашняя;1;0,060%
вывернуло;1;0,060%
выйдя;1;0,060%
выла;1;0,060%
вылетел;1;0,060%
выражение;1;0,060%
высокими;1;0,060%
высоких;1;0,060%
высокой;1;0,060%
высокую;1;0,060%
высунешь;1;0,060%
глупое;1;0,060%
глупый;1;0,060%
гнилая;1;0,060%
года;1;0,060%
голова;1;0,060%
головой;1;0,060%
голодная;1;0,060%
голоду;1;0,060%
голоском;1;0,060%
голосом;1;0,060%
голубые;1;0,060%
гони;1;0,060%
гонялись;1;0,060%
гостя;1;0,060%
грели;1;0,060%
громадная;1;0,060%
громадный;1;0,060%
громче;1;0,060%
грудью;1;0,060%
грызла;1;0,060%
грызть;1;0,060%
гулять;1;0,060%
густым;1;0,060%
да;1;0,060%
давай;1;0,060%
давая;1;0,060%
давно;1;0,060%
дало;1;0,060%
дальше;1;0,060%
два;1;0,060%
дворняжка;1;0,060%
декабре;1;0,060%
деле;1;0,060%
день;1;0,060%
деревья;1;0,060%
деревьями;1;0,060%
держала;1;0,060%
дне;1;0,060%
дневном;1;0,060%
днем;1;0,060%
добыча;1;0,060%
добычей;1;0,060%
долго;1;0,060%
должны;1;0,060%
домой;1;0,060%
дорога;1;0,060%
дороге;1;0,060%
досадой;1;0,060%
другую;1;0,060%
думая;1;0,060%
дыра;1;0,060%
дыша;1;0,060%
едала;1;0,060%
ему;1;0,060%
жеребятами;1;0,060%
живот;1;0,060%
жил;1;0,060%
жила;1;0,060%
забегала;1;0,060%
забиралась;1;0,060%
забирая;1;0,060%
заблеял;1;0,060%
завизжало;1;0,060%
завыла;1;0,060%
заделана;1;0,060%
задний;1;0,060%
задрал;1;0,060%
зайцев;1;0,060%
зайчиху;1;0,060%
закудахтали;1;0,060%
залаяло;1;0,060%
заливчатый;1;0,060%
залилось;1;0,060%
залился;1;0,060%
замахал;1;0,060%
замахали;1;0,060%
замелькало;1;0,060%
заметив;1;0,060%
замечать;1;0,060%
запах;1;0,060%
запаха;1;0,060%
зарычала;1;0,060%
засверкал;1;0,060%
засвистел;1;0,060%
заскулил;1;0,060%
затихло;1;0,060%
зачем;1;0,060%
звонким;1;0,060%
звуки;1;0,060%
зрение;1;0,060%
зубах;1;0,060%
игната;1;0,060%
играет;1;0,060%
играли;1;0,060%
идет;1;0,060%
идти;1;0,060%
из;1;0,060%
изба;1;0,060%
избу;1;0,060%
издали;1;0,060%
изумрудными;1;0,060%
или;1;0,060%
им;1;0,060%
имени;1;0,060%
иначе;1;0,060%
искоса;1;0,060%
испугавшись;1;0,060%
ка;1;0,060%
каждую;1;0,060%
каждый;1;0,060%
казались;1;0,060%
казалось;1;0,060%
какие;1;0,060%
какой;1;0,060%
какою;1;0,060%
кашлял;1;0,060%
колодец;1;0,060%
корнем;1;0,060%
кости;1;0,060%
которую;1;0,060%
которыми;1;0,060%
красивые;1;0,060%
краю;1;0,060%
кругов;1;0,060%
крупной;1;0,060%
крупных;1;0,060%
крыльце;1;0,060%
крыльцо;1;0,060%
крыше;1;0,060%
кто;1;0,060%
кудахтали;1;0,060%
курок;1;0,060%
кусать;1;0,060%
кусты;1;0,060%
кучу;1;0,060%
кушать;1;0,060%
лай;1;0,060%
лапы;1;0,060%
лая;1;0,060%
лаял;1;0,060%
лаять;1;0,060%
лбом;1;0,060%
лбу;1;0,060%
легко;1;0,060%
легли;1;0,060%
лесное;1;0,060%
лесом;1;0,060%
лесу;1;0,060%
лет;1;0,060%
летом;1;0,060%
лизнул;1;0,060%
лисий;1;0,060%
листья;1;0,060%
логовища;1;0,060%
лопнула;1;0,060%
лошадей;1;0,060%
лошадиную;1;0,060%
лошадиных;1;0,060%
люблю;1;0,060%
людей;1;0,060%
люди;1;0,060%
маленькие;1;0,060%
мало;1;0,060%
манерам;1;0,060%
мерные;1;0,060%
места;1;0,060%
месяц;1;0,060%
механиках;1;0,060%
мимо;1;0,060%
мне;1;0,060%
мнительная;1;0,060%
мной;1;0,060%
можжевельника;1;0,060%
мозгу;1;0,060%
молода;1;0,060%
молодости;1;0,060%
молока;1;0,060%
молоком;1;0,060%
морды;1;0,060%
мох;1;0,060%
мужикам;1;0,060%
мыслей;1;0,060%
мягкое;1;0,060%
мясо;1;0,060%
набредя;1;0,060%
назад;1;0,060%
наигравшись;1;0,060%
наказывая;1;0,060%
наконец;1;0,060%
намедни;1;0,060%
напали;1;0,060%
направлению;1;0,060%
напрягая;1;0,060%
напрягла;1;0,060%
находилась;1;0,060%
начал;1;0,060%
начать;1;0,060%
начинало;1;0,060%
наш;1;0,060%
невежа;1;0,060%
неглубокой;1;0,060%
недоумении;1;0,060%
нежно;1;0,060%
неизвестной;1;0,060%
неистово;1;0,060%
ней;1;0,060%
нем;1;0,060%
неосторожными;1;0,060%
непременно;1;0,060%
непрошенного;1;0,060%
несколько;1;0,060%
несмело;1;0,060%
нет;1;0,060%
нею;1;0,060%
ни;1;0,060%
никогда;1;0,060%
новые;1;0,060%
ногами;1;0,060%
ногах;1;0,060%
ноги;1;0,060%
норовит;1;0,060%
ночам;1;0,060%
ночевавший;1;0,060%
ночи;1;0,060%
ношу;1;0,060%
ну;1;0,060%
обеспокоенные;1;0,060%
обидел;1;0,060%
облизал;1;0,060%
облизала;1;0,060%
обманутая;1;0,060%
обнюхивал;1;0,060%
обогнала;1;0,060%
образовалась;1;0,060%
обращают;1;0,060%
обходила;1;0,060%
овец;1;0,060%
овечьего;1;0,060%
овечьим;1;0,060%
овцами;1;0,060%
овцы;1;0,060%
оглушительное;1;0,060%
оглядываясь;1;0,060%
огненный;1;0,060%
огонька;1;0,060%
одиноко;1;0,060%
одного;1;0,060%
одною;1;0,060%
одну;1;0,060%
около;1;0,060%
окружены;1;0,060%
осенью;1;0,060%
осечка;1;0,060%
осечку;1;0,060%
осинку;1;0,060%
осинником;1;0,060%
ослабело;1;0,060%
остановилась;1;0,060%
остановиться;1;0,060%
осторожно;1;0,060%
ответил;1;0,060%
отвращением;1;0,060%
отдало;1;0,060%
отдохнуть;1;0,060%
отнимала;1;0,060%
отошла;1;0,060%
отправилась;1;0,060%
отскочила;1;0,060%
оттрепал;1;0,060%
отчетливо;1;0,060%
охоте;1;0,060%
охотилась;1;0,060%
охрип;1;0,060%
п;1;0,060%
падал;1;0,060%
падалью;1;0,060%
парах;1;0,060%
паслись;1;0,060%
пел;1;0,060%
первое;1;0,060%
передними;1;0,060%
перелетавшие;1;0,060%
перепуганная;1;0,060%
переставала;1;0,060%
печь;1;0,060%
питалась;1;0,060%
пихая;1;0,060%
плечо;1;0,060%
повадился;1;0,060%
поваленную;1;0,060%
повторяло;1;0,060%
повыл;1;0,060%
погнались;1;0,060%
погодя;1;0,060%
подвывающим;1;0,060%
подлец;1;0,060%
подозвал;1;0,060%
подойдя;1;0,060%
подошла;1;0,060%
подскакивая;1;0,060%
подумала;1;0,060%
подходить;1;0,060%
подходя;1;0,060%
пойти;1;0,060%
показался;1;0,060%
полезай;1;0,060%
полным;1;0,060%
положил;1;0,060%
положила;1;0,060%
помалу;1;0,060%
помахивали;1;0,060%
помахивая;1;0,060%
помешал;1;0,060%
помнила;1;0,060%
помятую;1;0,060%
поняли;1;0,060%
понятия;1;0,060%
попалось;1;0,060%
пору;1;0,060%
посвистывал;1;0,060%
послышалось;1;0,060%
послышался;1;0,060%
посмотрел;1;0,060%
посмотреть;1;0,060%
потому;1;0,060%
потревоженные;1;0,060%
похолодело;1;0,060%
почтовой;1;0,060%
почуяв;1;0,060%
почуявшая;1;0,060%
пошла;1;0,060%
пошли;1;0,060%
приглашая;1;0,060%
приговаривал;1;0,060%
принимала;1;0,060%
припекало;1;0,060%
приседая;1;0,060%
приучают;1;0,060%
приучаются;1;0,060%
приходилось;1;0,060%
пробегала;1;0,060%
пробиралась;1;0,060%
провалилась;1;0,060%
проснувшись;1;0,060%
проснулась;1;0,060%
проснулись;1;0,060%
простой;1;0,060%
просыпались;1;0,060%
противно;1;0,060%
протянулись;1;0,060%
прочь;1;0,060%
прошлою;1;0,060%
прошлую;1;0,060%
пружина;1;0,060%
прыгнув;1;0,060%
прыгнул;1;0,060%
прыжками;1;0,060%
прямо;1;0,060%
псиной;1;0,060%
пускай;1;0,060%
пустое;1;0,060%
пятно;1;0,060%
пятном;1;0,060%
работать;1;0,060%
радостный;1;0,060%
радостным;1;0,060%
разболелась;1;0,060%
разбуженный;1;0,060%
разворошил;1;0,060%
разговаривал;1;0,060%
разгребать;1;0,060%
раздалось;1;0,060%
разобрал;1;0,060%
разорвать;1;0,060%
раненую;1;0,060%
рано;1;0,060%
раньше;1;0,060%
рассвело;1;0,060%
рассказ;1;0,060%
рассмотреть;1;0,060%
растянулся;1;0,060%
рванулся;1;0,060%
редко;1;0,060%
рельсов;1;0,060%
решив;1;0,060%
решила;1;0,060%
рога;1;0,060%
ружьем;1;0,060%
руку;1;0,060%
рыхлая;1;0,060%
рядом;1;0,060%
сам;1;0,060%
самом;1;0,060%
сарай;1;0,060%
сбивалась;1;0,060%
сбившись;1;0,060%
свежее;1;0,060%
сверху;1;0,060%
светало;1;0,060%
свете;1;0,060%
светились;1;0,060%
свистел;1;0,060%
свистку;1;0,060%
сделал;1;0,060%
себя;1;0,060%
семидесяти;1;0,060%
сердито;1;0,060%
сзади;1;0,060%
сидели;1;0,060%
силы;1;0,060%
сильной;1;0,060%
слабого;1;0,060%
слеги;1;0,060%
след;1;0,060%
следов;1;0,060%
сложенные;1;0,060%
служил;1;0,060%
слух;1;0,060%
случалось;1;0,060%
слышались;1;0,060%
слышны;1;0,060%
смерть;1;0,060%
смотрел;1;0,060%
смотрели;1;0,060%
смотрят;1;0,060%
снегу;1;0,060%
сноп;1;0,060%
со;1;0,060%
собаки;1;0,060%
собачий;1;0,060%
собачьего;1;0,060%
собой;1;0,060%
солнца;1;0,060%
солнышке;1;0,060%
солома;1;0,060%
соломенную;1;0,060%
соломой;1;0,060%
соображала;1;0,060%
соскучился;1;0,060%
сосне;1;0,060%
сошел;1;0,060%
спал;1;0,060%
спала;1;0,060%
спали;1;0,060%
спеша;1;0,060%
спросил;1;0,060%
старик;1;0,060%
старые;1;0,060%
ствола;1;0,060%
стенке;1;0,060%
стоп;1;0,060%
сторож;1;0,060%
стороне;1;0,060%
сторону;1;0,060%
стоял;1;0,060%
стояли;1;0,060%
стояло;1;0,060%
стоят;1;0,060%
стоящие;1;0,060%
странник;1;0,060%
странные;1;0,060%
сугробами;1;0,060%
сухую;1;0,060%
схватила;1;0,060%
съела;1;0,060%
съем;1;0,060%
также;1;0,060%
таким;1;0,060%
таких;1;0,060%
там;1;0,060%
тверже;1;0,060%
телят;1;0,060%
темная;1;0,060%
темные;1;0,060%
теплое;1;0,060%
терпела;1;0,060%
тетерева;1;0,060%
тихо;1;0,060%
тогда;1;0,060%
того;1;0,060%
тонким;1;0,060%
топор;1;0,060%
тощий;1;0,060%
тревожилась;1;0,060%
третий;1;0,060%
трещали;1;0,060%
три;1;0,060%
тусклые;1;0,060%
тяжелее;1;0,060%
увидев;1;0,060%
узнав;1;0,060%
узнала;1;0,060%
унавоженная;1;0,060%
упал;1;0,060%
упала;1;0,060%
уснули;1;0,060%
успокоилась;1;0,060%
утомился;1;0,060%
утром;1;0,060%
уши;1;0,060%
хворостиной;1;0,060%
ходом;1;0,060%
холод;1;0,060%
холода;1;0,060%
хотел;1;0,060%
хотелось;1;0,060%
хриплым;1;0,060%
чего;1;0,060%
человек;1;0,060%
человеческих;1;0,060%
через;1;0,060%
черная;1;0,060%
черный;1;0,060%
четырех;1;0,060%
чехов;1;0,060%
чрезвычайно;1;0,060%
чужих;1;0,060%
чуть;1;0,060%
чутье;1;0,060%
чутьем;1;0,060%
шаги;1;0,060%
шагом;1;0,060%
шарахнулись;1;0,060%
шатался;1;0,060%
широкие;1;0,060%
шло;1;0,060%
шумно;1;0,060%
шумом;1;0,060%
шутку;1;0,060%
щелкала;1;0,060%
щелкали;1;0,060%
щелкнула;1;0,060%
щенком;1;0,060%
щипать;1;0,060%
эта;1;0,060%
этого;1;0,060%
этом;1;0,060%
этот;1;0,060%
эхо;1;0,060%
я;1;0,060%
ягненка;1;0,060%
язык;1;0,060%
яма;1;0,060%
яме;1;0,060%
яму;1;0,060%
ямы;1;0,060%
ярки;1;0,060%
яровой;1;0,060%
